Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	SignalP_secretion_signal
Q#888 - WP_053192748.1	superfamily	274113	11	780	0.0	899.46	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#889 - WP_208684735.1	specific	200471	23	481	0.0	752.57	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#889 - WP_208684735.1	specific	432205	462	541	0.000538473	39.2303	pfam11941	DUF3459	 - 	cl02706	No
Q#890 - WP_086866212.1	specific	200471	10	467	0.0	677.456	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#890 - WP_086866212.1	specific	432205	457	531	0.000654279	38.8451	pfam11941	DUF3459	 - 	cl02706	No
Q#891 - WP_159682940.1	specific	200471	12	472	0.0	713.664	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#891 - WP_159682940.1	specific	432205	455	534	5.81905e-08	50.4011	pfam11941	DUF3459	 - 	cl02706	No
Q#892 - WP_093542197.1	specific	274114	3	551	0.0	762.263	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#893 - WP_107455377.1	specific	274140	22	562	0.0	1042.02	TIGR02456	treS_nterm	 - 	cl37116	No
Q#894 - WP_020114038.1	specific	200482	245	601	0.0	685.489	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#894 - WP_020114038.1	specific	463388	52	240	2.88583e-73	235.136	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#894 - WP_020114038.1	superfamily	236759	572	659	9.54194e-05	45.7684	cl35948	PRK10785 superfamily	N	 - 	No
Q#895 - WP_030412438.1	specific	200482	195	556	0.0	674.318	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#895 - WP_030412438.1	specific	463388	3	190	3.0521500000000004e-76	242.069	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#895 - WP_030412438.1	superfamily	440065	527	598	0.0062925	39.736	cl43092	GlgB superfamily	N	 - 	No
Q#896 - WP_191869492.1	specific	200471	21	496	0.0	724.835	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#896 - WP_191869492.1	specific	432205	477	553	1.58676e-07	49.2455	pfam11941	DUF3459	 - 	cl02706	No
Q#897 - WP_210960399.1	specific	235445	124	847	0.0	1300.15	PRK05402	PRK05402	 - 	cl38930	No
Q#897 - WP_210960399.1	superfamily	369339	13	99	6.99526e-10	59.407	cl22465	HC2 superfamily	C	 - 	No
Q#898 - WP_031047474.1	specific	441132	12	707	0.0	1308.52	COG1523	PulA	 - 	cl34294	No
Q#899 - WP_072486006.1	superfamily	442511	1	789	0.0	899.174	cl30295	TreY superfamily	 - 	 - 	No
Q#900 - WP_030870031.1	specific	441132	42	751	0.0	1147.89	COG1523	PulA	 - 	cl34294	No
Q#901 - WP_373314892.1	specific	235445	138	861	0.0	1285.9	PRK05402	PRK05402	 - 	cl38930	No
Q#901 - WP_373314892.1	superfamily	369339	14	84	0.00365622	39.3767	cl22465	HC2 superfamily	C	 - 	No
Q#902 - WP_042148920.1	specific	200482	195	556	0.0	676.629	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#902 - WP_042148920.1	specific	463388	3	190	5.84577e-77	243.61	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#902 - WP_042148920.1	superfamily	440065	530	598	0.000795991	42.4324	cl43092	GlgB superfamily	N	 - 	No
Q#903 - WP_167409515.1	specific	200482	241	597	0.0	705.134	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#903 - WP_167409515.1	specific	463388	49	236	1.19836e-77	246.307	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#903 - WP_167409515.1	superfamily	445893	604	681	0.00122277	37.9121	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#904 - WP_185944006.1	specific	274114	3	543	0.0	736.84	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#905 - WP_136229578.1	specific	200475	22	662	0.0	760.877	cd11336	AmyAc_MTSase	 - 	cl38930	No
Q#906 - WP_159776408.1	specific	235445	415	1139	0.0	1287.82	PRK05402	PRK05402	 - 	cl38930	No
Q#906 - WP_159776408.1	superfamily	369339	2	151	5.03553e-07	51.3179	cl22465	HC2 superfamily	C	 - 	No
Q#906 - WP_159776408.1	superfamily	235826	331	373	8.93089e-06	46.3435	cl35488	PRK06549 superfamily	C	 - 	No
Q#906 - WP_159776408.1	superfamily	481241	321	414	0.00247089	42.1703	cl46901	PRK12323 superfamily	NC	 - 	No
Q#907 - WP_150257180.1	specific	200471	23	559	0.0	706.731	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#907 - WP_150257180.1	superfamily	235906	406	640	7.42186e-07	52.5444	cl35530	PRK07003 superfamily	NC	 - 	No
Q#908 - WP_145869964.1	specific	200471	5	479	0.0	746.021	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#908 - WP_145869964.1	specific	432205	460	536	8.85592e-06	44.2379	pfam11941	DUF3459	 - 	cl02706	No
Q#909 - WP_184820777.1	superfamily	274113	11	802	0.0	918.334	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#910 - WP_037640706.1	specific	200471	29	510	0.0	787.238	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#910 - WP_037640706.1	specific	432205	491	565	0.000117084	41.1563	pfam11941	DUF3459	 - 	cl02706	No
Q#911 - WP_212671552.1	specific	274140	23	561	0.0	1023.15	TIGR02456	treS_nterm	 - 	cl37116	No
Q#912 - WP_055626438.1	specific	274114	2	543	0.0	819.273	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#913 - WP_146192732.1	specific	200482	38	382	0.0	687.03	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#913 - WP_146192732.1	superfamily	463388	1	33	4.1964e-09	55.6328	cl13354	GlgE_dom_N_S superfamily	N	 - 	No
Q#914 - WP_200711626.1	specific	200471	21	488	0.0	795.327	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#914 - WP_200711626.1	specific	432205	470	550	1.92785e-06	46.1639	pfam11941	DUF3459	 - 	cl02706	No
Q#915 - WP_184821167.1	specific	441132	11	706	0.0	1325.08	COG1523	PulA	 - 	cl34294	No
Q#916 - WP_030218676.1	specific	200482	195	555	0.0	674.318	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#916 - WP_030218676.1	specific	463388	2	190	6.770290000000001e-76	240.914	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#916 - WP_030218676.1	superfamily	445893	563	639	0.000117338	40.9937	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#917 - WP_209496889.1	specific	441132	21	730	0.0	1160.6	COG1523	PulA	 - 	cl34294	No
Q#918 - WP_073894337.1	specific	235445	26	734	0.0	1233.51	PRK05402	PRK05402	 - 	cl38930	No
Q#919 - WP_208031606.1	specific	200471	5	472	0.0	726.761	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#919 - WP_208031606.1	specific	432205	455	531	0.000139019	40.7711	pfam11941	DUF3459	 - 	cl02706	No
Q#920 - WP_020868326.1	specific	274140	23	568	0.0	1024.69	TIGR02456	treS_nterm	 - 	cl37116	No
Q#921 - WP_033217773.1	specific	274114	2	546	0.0	726.825	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#922 - WP_093692871.1	specific	441132	64	772	0.0	1158.29	COG1523	PulA	 - 	cl34294	No
Q#923 - WP_059083590.1	specific	274114	2	544	0.0	807.717	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#924 - WP_147874692.1	specific	200472	13	476	0.0	778.56	cd11333	AmyAc_SI_OligoGlu_DGase	 - 	cl38930	No
Q#924 - WP_147874692.1	superfamily	445893	483	561	1.64209e-05	42.9197	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#925 - WP_126897740.1	specific	200471	6	480	0.0	731.384	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#925 - WP_126897740.1	specific	432205	461	537	2.78137e-05	42.6971	pfam11941	DUF3459	 - 	cl02706	No
Q#926 - WP_142171486.1	specific	200471	5	478	0.0	741.784	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#926 - WP_142171486.1	specific	432205	459	535	0.000239807	40.0007	pfam11941	DUF3459	 - 	cl02706	No
Q#927 - WP_030772098.1	specific	200471	19	468	0.0	752.184	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#927 - WP_030772098.1	specific	432205	450	527	2.10058e-07	48.8603	pfam11941	DUF3459	 - 	cl02706	No
Q#928 - WP_062924895.1	specific	274140	23	561	0.0	1012.75	TIGR02456	treS_nterm	 - 	cl37116	No
Q#929 - WP_126269983.1	specific	200482	200	553	0.0	717.46	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#929 - WP_126269983.1	specific	463388	8	195	1.78592e-74	237.062	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#929 - WP_126269983.1	superfamily	445893	561	602	0.00224778	37.1417	cl02706	Malt_amylase_C superfamily	C	 - 	No
Q#930 - WP_030039228.1	specific	200471	22	489	0.0	793.786	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#930 - WP_030039228.1	specific	432205	471	551	2.39363e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#931 - WP_016827567.1	specific	200482	200	556	0.0	690.882	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#931 - WP_016827567.1	specific	463388	8	195	1.6037299999999998e-79	250.544	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#931 - WP_016827567.1	superfamily	445893	564	640	5.12642e-06	44.8457	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#932 - WP_067427848.1	specific	200485	2	389	0.0	621.951	cd11347	AmyAc_1	 - 	cl38930	No
Q#933 - WP_141203223.1	specific	235445	23	733	0.0	1260.47	PRK05402	PRK05402	 - 	cl38930	No
Q#934 - WP_125502594.1	specific	200471	12	459	0.0	678.611	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#934 - WP_125502594.1	superfamily	445893	451	526	0.0025673	37.3043	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#935 - WP_240661226.1	specific	200471	29	510	0.0	799.179	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#935 - WP_240661226.1	specific	432205	491	565	0.000526892	39.2303	pfam11941	DUF3459	 - 	cl02706	No
Q#936 - WP_107118396.1	specific	441132	11	701	0.0	1285.79	COG1523	PulA	 - 	cl34294	No
Q#937 - WP_190097821.1	superfamily	274113	11	779	0.0	888.674	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#938 - WP_227745345.1	specific	200471	11	484	0.0	739.858	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#938 - WP_227745345.1	specific	432205	465	541	2.34268e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#939 - WP_039648490.1	specific	441132	1	700	0.0	1296.58	COG1523	PulA	 - 	cl34294	No
Q#940 - WP_073757670.1	specific	200482	195	556	0.0	672.777	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#940 - WP_073757670.1	specific	463388	3	190	2.77464e-76	242.069	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#940 - WP_073757670.1	superfamily	440065	544	598	0.0018614	41.2768	cl43092	GlgB superfamily	N	 - 	No
Q#941 - WP_189721547.1	specific	441132	1	714	0.0	1271.93	COG1523	PulA	 - 	cl34294	No
Q#942 - WP_043376232.1	specific	441132	12	707	0.0	1325.47	COG1523	PulA	 - 	cl34294	No
Q#943 - WP_179232306.1	specific	235445	78	801	0.0	1280.89	PRK05402	PRK05402	 - 	cl38930	No
Q#944 - WP_086558892.1	specific	235445	23	732	0.0	1258.16	PRK05402	PRK05402	 - 	cl38930	No
Q#945 - WP_133896843.1	specific	200482	195	557	0.0	678.555	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#945 - WP_133896843.1	specific	463388	3	190	1.38571e-73	234.751	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#945 - WP_133896843.1	superfamily	440065	528	595	0.00131292	42.0472	cl43092	GlgB superfamily	N	 - 	No
Q#946 - WP_055556083.1	specific	441132	43	761	0.0	1203.74	COG1523	PulA	 - 	cl34294	No
Q#947 - WP_059083145.1	superfamily	476817	15	449	0.0	682.881	cl38930	AmyAc_family superfamily	 - 	 - 	No
Q#948 - WP_159773223.1	specific	200482	248	604	0.0	687.8	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#948 - WP_159773223.1	specific	463388	55	243	4.5315199999999996e-80	252.855	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#949 - WP_150474254.1	specific	200471	15	478	0.0	700.183	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#949 - WP_150474254.1	specific	432205	459	536	3.22668e-06	45.3935	pfam11941	DUF3459	 - 	cl02706	No
Q#950 - WP_052856654.1	superfamily	442511	9	819	0.0	894.551	cl30295	TreY superfamily	 - 	 - 	No
Q#951 - WP_129770210.1	specific	200471	18	492	0.0	744.095	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#951 - WP_129770210.1	specific	432205	473	549	0.000400191	39.6155	pfam11941	DUF3459	 - 	cl02706	No
Q#952 - WP_042164197.1	specific	441132	1	720	0.0	1264.22	COG1523	PulA	 - 	cl34294	No
Q#953 - WP_202199658.1	specific	235445	55	770	0.0	1277.42	PRK05402	PRK05402	 - 	cl38930	No
Q#954 - WP_181792792.1	specific	200482	196	554	0.0	644.658	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#954 - WP_181792792.1	specific	463388	3	190	2.04857e-62	205.09	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#955 - WP_217239286.1	specific	274140	22	562	0.0	1035.47	TIGR02456	treS_nterm	 - 	cl37116	No
Q#956 - WP_078843700.1	specific	441132	31	752	0.0	1231.48	COG1523	PulA	 - 	cl34294	No
Q#957 - WP_245691611.1	specific	441132	23	704	0.0	1019.62	COG1523	PulA	 - 	cl34294	No
Q#958 - WP_030260513.1	specific	274114	4	542	0.0	778.827	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#959 - WP_044370979.1	specific	274140	23	568	0.0	1027.0	TIGR02456	treS_nterm	 - 	cl37116	No
Q#960 - WP_115505736.1	specific	200471	10	467	0.0	695.56	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#960 - WP_115505736.1	superfamily	445893	457	531	0.00267074	37.3043	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#961 - WP_185010770.1	specific	274114	2	544	0.0	825.821	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#962 - WP_073889678.1(Warning: this sequence record may be obsolete or preliminary)	specific	235445	90	813	0.0	1288.98	PRK05402	PRK05402	 - 	cl38930	No
Q#963 - WP_150263636.1	specific	200471	11	476	0.0	725.22	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#963 - WP_150263636.1	specific	432205	457	534	2.52701e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#964 - WP_159529525.1	specific	274140	22	561	0.0	1028.15	TIGR02456	treS_nterm	 - 	cl37116	No
Q#965 - WP_073721643.1	specific	200471	5	479	0.0	744.48	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#965 - WP_073721643.1	specific	432205	460	537	0.000172736	40.7711	pfam11941	DUF3459	 - 	cl02706	No
Q#966 - WP_043266761.1	specific	441132	1	741	0.0	1268.07	COG1523	PulA	 - 	cl34294	No
Q#967 - WP_234306485.1	superfamily	274113	11	781	0.0	899.46	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#968 - WP_164421379.1	specific	274140	23	561	0.0	1020.45	TIGR02456	treS_nterm	 - 	cl37116	No
Q#969 - WP_268983311.1	superfamily	274140	1	210	1.7959999999999998e-141	405.672	cl37116	treS_nterm superfamily	C	 - 	No
Q#970 - WP_014175657.1	specific	274114	3	555	0.0	761.878	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#970 - WP_014175657.1	specific	432205	511	601	5.91758e-06	45.0083	pfam11941	DUF3459	 - 	cl02706	No
Q#971 - WP_185013762.1	specific	274140	22	567	0.0	1011.59	TIGR02456	treS_nterm	 - 	cl37116	No
Q#972 - WP_033298461.1	specific	200482	195	595	0.0	666.229	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#972 - WP_033298461.1	specific	463388	3	190	1.04969e-77	246.692	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#972 - WP_033298461.1	superfamily	445893	602	679	0.00632959	35.9861	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#973 - WP_420719324.1	specific	200471	38	512	0.0	725.22	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#974 - WP_126394107.1	specific	200471	7	471	0.0	771.059	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#974 - WP_126394107.1	superfamily	445893	481	546	0.00108804	38.4599	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#975 - WP_023537873.1	specific	274114	2	546	0.0	798.857	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#976 - WP_014044294.1	specific	200471	12	473	0.0	710.583	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#976 - WP_014044294.1	specific	432205	456	540	9.80331e-06	44.2379	pfam11941	DUF3459	 - 	cl02706	No
Q#977 - WP_189558671.1	specific	235445	28	740	0.0	1245.83	PRK05402	PRK05402	 - 	cl38930	No
Q#978 - WP_125665530.1	specific	200471	20	491	0.0	779.148	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#978 - WP_125665530.1	specific	432205	473	553	0.000233413	40.3859	pfam11941	DUF3459	 - 	cl02706	No
Q#979 - WP_189816045.1	specific	235445	22	733	0.0	1261.63	PRK05402	PRK05402	 - 	cl38930	No
Q#980 - WP_084992126.1	specific	235445	122	840	0.0	1297.07	PRK05402	PRK05402	 - 	cl38930	No
Q#981 - WP_014055450.1	specific	200471	2	461	0.0	707.116	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#981 - WP_014055450.1	superfamily	445893	442	522	0.00246582	37.3043	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#982 - WP_125211384.1	specific	200471	12	474	0.0	705.96	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#982 - WP_125211384.1	specific	432205	459	533	2.26051e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#983 - WP_184560614.1	specific	200471	22	503	0.0	767.978	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#983 - WP_184560614.1	specific	432205	484	558	2.51391e-06	45.7787	pfam11941	DUF3459	 - 	cl02706	No
Q#984 - WP_073731929.1	superfamily	274113	23	794	0.0	885.592	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#985 - WP_102914141.1	specific	441132	1	657	0.0	1112.84	COG1523	PulA	 - 	cl34294	No
Q#986 - WP_189296429.1	specific	441132	1	745	0.0	1255.36	COG1523	PulA	 - 	cl34294	No
Q#987 - WP_046419277.1	superfamily	274113	2	776	0.0	822.805	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#988 - WP_198960324.1	specific	441132	36	743	0.0	1155.59	COG1523	PulA	 - 	cl34294	No
Q#989 - WP_323375143.1	specific	200471	12	477	0.0	679.382	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#989 - WP_323375143.1	specific	432205	459	533	0.000578596	39.2303	pfam11941	DUF3459	 - 	cl02706	No
Q#990 - WP_182470851.1	specific	441132	56	771	0.0	1168.69	COG1523	PulA	 - 	cl34294	No
Q#991 - WP_030749581.1	specific	440065	8	598	0.0	525.473	COG0296	GlgB	 - 	cl43092	No
Q#992 - WP_128504114.1	specific	441132	21	748	0.0	1135.95	COG1523	PulA	 - 	cl34294	No
Q#993 - WP_142168129.1	superfamily	274113	11	782	0.0	905.623	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#994 - WP_069744464.1	specific	274140	23	562	0.0	1027.38	TIGR02456	treS_nterm	 - 	cl37116	No
Q#995 - WP_031014096.1	superfamily	273974	884	1738	0.0	996.644	cl37055	pullul_strch superfamily	 - 	 - 	No
Q#995 - WP_031014096.1	specific	200478	27	487	5.81038e-146	453.248	cd11339	AmyAc_bac_CMD_like_2	 - 	cl38930	No
Q#995 - WP_031014096.1	specific	199215	779	872	1.46141e-29	113.966	cd10315	CBM41_pullulanase	 - 	cl47018	No
Q#995 - WP_031014096.1	specific	199215	685	770	8.9108e-18	80.0689	cd10315	CBM41_pullulanase	 - 	cl47018	No
Q#996 - WP_185010764.1	superfamily	274113	11	786	0.0	934.513	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#997 - WP_184761477.1	superfamily	274113	11	795	0.0	913.327	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#998 - WP_100455016.1	specific	235445	228	957	0.0	1271.64	PRK05402	PRK05402	 - 	cl38930	No
Q#998 - WP_100455016.1	superfamily	481241	5	212	5.51176e-05	47.1779	cl46901	PRK12323 superfamily	N	 - 	No
Q#999 - WP_098898449.1	specific	200471	11	472	0.0	737.162	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#999 - WP_098898449.1	specific	432205	455	532	0.000107625	41.1563	pfam11941	DUF3459	 - 	cl02706	No
Q#1 - WP_308286545.1	superfamily	476817	10	228	2.1032e-128	370.837	cl38930	AmyAc_family superfamily	C	 - 	No
Q#2 - WP_181792791.1	superfamily	274140	21	566	0.0	917.217	cl37116	treS_nterm superfamily	 - 	 - 	No
Q#3 - WP_033304816.1	specific	200471	12	472	0.0	711.353	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#3 - WP_033304816.1	superfamily	445893	456	540	0.000932353	38.4599	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#4 - WP_210960806.1	specific	274140	23	561	0.0	1024.69	TIGR02456	treS_nterm	 - 	cl37116	No
Q#5 - WP_030885604.1	specific	200482	195	556	0.0	669.696	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#5 - WP_030885604.1	specific	463388	3	190	1.49163e-71	229.358	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#5 - WP_030885604.1	superfamily	445893	564	640	6.17126e-05	41.7641	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#6 - WP_042162985.1	superfamily	274140	23	236	8.10683e-147	420.309	cl37116	treS_nterm superfamily	C	 - 	No
Q#7 - WP_102926029.1	specific	200482	195	556	0.0	661.992	cd11344	AmyAc_GlgE_like	 - 	cl38930	No
Q#7 - WP_102926029.1	specific	463388	3	190	1.92089e-77	245.151	pfam11896	GlgE_dom_N_S	 - 	cl13354	No
Q#7 - WP_102926029.1	superfamily	440065	526	598	0.00402845	40.5064	cl43092	GlgB superfamily	N	 - 	No
Q#8 - WP_093859439.1	specific	200471	28	501	0.0	809.579	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#8 - WP_093859439.1	superfamily	445893	484	566	0.00730587	36.1487	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#9 - WP_069778758.1	specific	200471	6	486	0.0	786.852	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#9 - WP_069778758.1	specific	432205	467	543	2.09165e-05	43.0823	pfam11941	DUF3459	 - 	cl02706	No
Q#10 - WP_020938143.1	specific	235445	21	732	0.0	1282.43	PRK05402	PRK05402	 - 	cl38930	No
Q#11 - WP_030762987.1	superfamily	274113	2	770	0.0	775.425	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#12 - WP_030600068.1	specific	200471	12	492	0.0	784.156	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#12 - WP_030600068.1	superfamily	445893	473	547	0.0021769	37.3043	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#13 - WP_150483694.1	specific	274114	2	543	0.0	826.592	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#14 - WP_026151306.1	specific	441132	1	703	0.0	1257.29	COG1523	PulA	 - 	cl34294	No
Q#15 - WP_059253593.1	specific	274114	2	544	0.0	831.599	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#16 - WP_033300176.1	specific	441132	1	716	0.0	1267.3	COG1523	PulA	 - 	cl34294	No
Q#17 - WP_069765616.1	specific	274140	23	562	0.0	1038.94	TIGR02456	treS_nterm	 - 	cl37116	No
Q#18 - WP_097249339.1	specific	274140	23	568	0.0	1032.39	TIGR02456	treS_nterm	 - 	cl37116	No
Q#19 - WP_030260514.1	superfamily	442511	28	818	0.0	830.993	cl30295	TreY superfamily	 - 	 - 	No
Q#20 - WP_159482410.1	specific	200456	13	354	3.1862900000000006e-176	495.545	cd11317	AmyAc_bac_euk_AmyA	 - 	cl38930	No
Q#20 - WP_159482410.1	specific	214749	360	436	1.09539e-28	107.709	smart00632	Aamy_C	 - 	cl02706	No
Q#21 - WP_133896552.1	specific	274114	2	545	0.0	757.256	TIGR02402	trehalose_TreZ	 - 	cl38930	No
Q#22 - WP_148023614.1(Warning: this sequence record may be obsolete or preliminary)	specific	235445	3	725	0.0	1244.68	PRK05402	PRK05402	 - 	cl38930	No
Q#23 - WP_142231444.1	superfamily	274113	11	796	0.0	887.518	cl30297	trehalose_TreY superfamily	 - 	 - 	No
Q#24 - WP_087791254.1	specific	200471	23	495	0.0	813.046	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#24 - WP_087791254.1	specific	432205	477	557	9.57725e-06	44.2379	pfam11941	DUF3459	 - 	cl02706	No
Q#25 - WP_150246831.1	superfamily	442511	15	814	0.0	845.631	cl30295	TreY superfamily	 - 	 - 	No
Q#26 - WP_372461948.1	specific	235445	24	747	0.0	1244.29	PRK05402	PRK05402	 - 	cl38930	No
Q#27 - WP_069918214.1	specific	200472	15	482	0.0	737.344	cd11333	AmyAc_SI_OligoGlu_DGase	 - 	cl38930	No
Q#27 - WP_069918214.1	superfamily	445893	489	561	2.52763e-05	42.5345	cl02706	Malt_amylase_C superfamily	 - 	 - 	No
Q#28 - WP_260609577.1	superfamily	274140	1	175	3.4264599999999996e-116	339.417	cl37116	treS_nterm superfamily	NC	 - 	No
Q#29 - WP_234317775.1	specific	441132	13	724	0.0	1195.27	COG1523	PulA	 - 	cl34294	No
Q#30 - WP_185008633.1	specific	200471	22	503	0.0	768.748	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#30 - WP_185008633.1	specific	432205	484	558	0.00012131	41.1563	pfam11941	DUF3459	 - 	cl02706	No
Q#31 - WP_103531787.1	specific	235445	1	696	0.0	1262.78	PRK05402	PRK05402	 - 	cl38930	No
Q#32 - WP_125656960.1	specific	200473	10	460	0.0	684.679	cd11334	AmyAc_TreS	 - 	cl38930	No
Q#32 - WP_125656960.1	specific	435493	470	548	7.18917e-09	52.5497	pfam16657	Malt_amylase_C	 - 	cl02706	No
Q#33 - WP_190199890.1	superfamily	274140	1	456	0.0	863.674	cl37116	treS_nterm superfamily	 - 	 - 	No
Q#34 - WP_194080517.1	specific	441132	1	703	0.0	1268.84	COG1523	PulA	 - 	cl34294	No
Q#35 - WP_072486007.1	specific	441132	1	719	0.0	1264.99	COG1523	PulA	 - 	cl34294	No
Q#36 - WP_209494477.1	specific	200471	20	491	0.0	809.964	cd11332	AmyAc_OligoGlu_TS	 - 	cl38930	No
Q#37 - WP_145825731.1	specific	235445	28	740	0.0	1259.7	PRK05402	PRK05402	 - 	cl38930	No
